retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,29,20,580,307.4,Online
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30,75,22500,9000.0,In-store
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Athletic Footwear,27,38,1026,513.0,Online
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28,44,1232,591.36,Online
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Athletic Footwear,30,125,37500,15000.0,In-store
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,24,576,264.96,Outlet
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18,88,1584,823.68,Online
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20,325,65000,26000.0,In-store
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,125,43750,13125.0,Online
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,40,500,200000,60000.0,In-store
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,37,145,5365,2199.65,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,34,36,1224,489.6,Online
Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,45,325,146250,58500.0,Outlet
Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,44,91,4004,2122.12,Online
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,30,170,5100,1887.0,Outlet
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,28,99,2772,1164.24,Outlet
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,75,2925,1462.5,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,300,120000,48000.0,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,425,127500,51000.0,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29,123,3567,1854.84,Online
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,34,131,4454,2093.38,Online
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,175,70000,24500.0,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35,450,157500,55125.0,In-store
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,39,44,1716,840.84,Online
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,29,53,1537,599.43,Outlet
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60,725,435000,130500.0,Outlet
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,55,218,11990,4796.0,Online
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,46,247,11362,4090.32,Outlet
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,56,1064,521.36,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,200,40000,14000.0,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,70,1120,448.0,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,50,275,137500,41250.0,Outlet
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Athletic Footwear,32,47,1504,827.2,Online
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,25,33,825,255.75,Outlet
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,45,1305,704.7,Online
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,45,250,112500,45000.0,In-store
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,41,68,2788,1533.4,Online
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35,100,35000,8750.0,In-store
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Women's Athletic Footwear,34,26,884,335.92,Online
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,34,78,2652,1219.92,Outlet
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,150,45000,18000.0,In-store
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35,175,61250,24500.0,In-store
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Athletic Footwear,47,77,3619,1628.55,Online
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,36,78,2808,1404.0,Online
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25,275,68750,27500.0,In-store
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,24,77,1848,960.96,Online
Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,40,300,120000,48000.0,Outlet
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,29,116,3364,1682.0,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,21,136,2856,1199.52,Outlet
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,30,400,120000,42000.0,In-store
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25,375,93750,37500.0,Online
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,23,101,2323,1231.19,Online
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,60,2160,691.2,Outlet
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,4508.4,Outlet
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,43,46,1978,791.2,Online
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,175,78750,23625.0,In-store
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,59,188,11092,4547.72,Online
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65,750,487500,146250.0,Outlet
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Athletic Footwear,35,150,52500,21000.0,Online
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Athletic Footwear,34,42,1428,714.0,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,38,77,2926,1345.96,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,40,275,110000,38500.0,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13,102,1326,623.22,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,45000,18000.0,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,19,78,1482,785.46,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,30,88,2640,976.8,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13,74,962,413.66,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,18,65,1170,643.5,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20,300,60000,24000.0,Online
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,39,58,2262,1040.52,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,54,2052,964.44,Online
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,38,88,3344,1772.32,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50,150,75000,18750.0,Outlet
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,80000,28000.0,In-store
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,30,75,22500,7875.0,In-store
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,40,200,80000,28000.0,In-store
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33,51,1683,471.24,Outlet
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,30,68,2040,775.2,Outlet
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28,20,560,280.0,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,49,39,1911,707.07,Online
Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,130000,52000.0,Outlet
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45,325,146250,51187.5,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,30,101,3030,1151.4,Outlet
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,43,85,3655,1790.95,Online
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,2600.91,Outlet
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,53,203,10759,3765.65,Online
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55,725,398750,99687.5,Outlet
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38,106,4028,2134.84,Online
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000.0,Outlet
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,51,203,10353,3727.08,Online
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55,675,371250,92812.5,Outlet
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,42,223,9366,2903.46,Outlet
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23,20,460,197.8,Online
West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,18750,5625.0,In-store
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,27,116,3132,1315.44,Outlet
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,32,109,3488,1883.52,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29,142,4118,2059.0,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,525,157500,63000.0,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,35,375,131250,52500.0,Online
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,34,1088,478.72,Online
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,125,43750,13125.0,In-store
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,36,113,4068,2156.04,Online
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24,39,936,308.88,Outlet
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,180000,72000.0,Outlet
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,75,18750,5625.0,In-store
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,23,575,253.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35,625,218750,65625.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,33,169,5577,2509.65,Online
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,100,30000,12000.0,In-store
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,53,210,11130,4452.0,Online
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,16,320,144.0,Outlet
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,15000,6000.0,In-store
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,13,377,203.58,Online
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55,700,385000,96250.0,Outlet
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,37,210,7770,2253.3,Outlet
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Women's Athletic Footwear,29,30,870,461.1,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,30,870,391.5,Online
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,100,30000,9000.0,Online
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,40,475,190000,57000.0,In-store
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,45,225,101250,25312.5,Outlet
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,37,133,4921,2066.82,Online
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,36,1044,490.68,Online
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30,125,37500,13125.0,In-store
Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,41,56,2296,895.44,Online
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,45,425,191250,76500.0,Outlet
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,30,375,112500,45000.0,Online
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20,300,60000,24000.0,In-store
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,101,2929,1464.5,Online
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,19,87,1653,826.5,Online
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,16,93,1488,624.96,Outlet
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,41,106,4346,2346.84,Online
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52062.5,In-store
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,100,35000,10500.0,Online
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,48,1440,547.2,Outlet
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,32,123,3936,1889.28,Online
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,60000,21000.0,In-store
Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,25,825,363.0,Online
Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,45,1620,745.2,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,250,100000,40000.0,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36,63,2268,1179.36,Online
Sports Direct,1128299,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,30,80,2400,1056.0,Outlet
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55,775,426250,106562.5,Outlet
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,51,194,9894,3957.6,Online
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40,271,10840,3252.0,Outlet
Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,42,840,378.0,Online
Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,150,30000,10500.0,Online
Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,150,52500,21000.0,In-store
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,68,2176,826.88,Online
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,27,75,2025,648.0,Outlet
Sports Direct,1185732,2021-02-15,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,250,87500,21875.0,In-store
Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Women's Athletic Footwear,33,45,1485,816.75,Online
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,45,74,3330,1465.2,Online
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41,116,4756,2615.8,Online
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,30,375,112500,39375.0,In-store
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,45,400,180000,72000.0,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,36,94,3384,1252.08,Outlet
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,3052,1495.48,Online
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35,175,61250,24500.0,In-store
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,44,73,3212,1766.6,Online
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,33,75,2475,1163.25,Outlet
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,50,275,137500,41250.0,Outlet
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34,49,1666,882.98,Online
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,45,250,112500,45000.0,In-store
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25,91,2275,1137.5,Online
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,19,98,1862,856.52,Outlet
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,70,1680,873.6,Online
Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,62500,25000.0,In-store
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25,325,81250,32500.0,Online
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,31,68,2108,716.72,Outlet
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42,58,2436,1047.48,Online
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,200,90000,27000.0,In-store
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18,70,1260,630.0,Online
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,50000,20000.0,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,35000,14000.0,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,19,49,931,474.81,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,58,870,400.2,Outlet
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,78,1170,549.9,Outlet
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30,50,15000,5250.0,In-store
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,49,46,2254,879.06,Online
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35,125,43750,17500.0,Online
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,34,34,1156,624.24,Online
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28,14,392,196.0,Online
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,87500,21875.0,Outlet
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,26,68,1768,742.56,Outlet
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,44,105,4620,2402.4,Online
Kohl's,1189833,2021-02-23,Midwest,Montana,Billings,Women's Athletic Footwear,45,375,168750,67500.0,Outlet
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,38,63,2394,1149.12,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,90000,31500.0,Online
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,40,200,80000,28000.0,In-store
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,29,64,1856,760.96,Outlet
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,80000,28000.0,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,28,64,1792,734.72,Outlet
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,58,2204,1102.0,Online
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,39,58,2262,1085.76,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,29,91,2639,976.43,Outlet
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,275,123750,43312.5,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,74,3182,1559.18,Online
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,39,119,4641,2552.55,Online
Kohl's,1189833,2021-03-01,Midwest,Montana,Billings,Women's Athletic Footwear,40,425,170000,68000.0,Outlet
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,475,118750,47500.0,Online
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,11250,3375.0,In-store
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,124,3100,1674.0,Online
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,14,20,280,114.8,Online
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27,34,918,293.76,Outlet
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,30,960,403.2,Online
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,100,35000,10500.0,In-store
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14,28,392,164.64,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,144,3888,1632.96,Online
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,15000,4500.0,In-store
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,172500,51750.0,Online
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,8,232,116.0,Online
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,25,7500,3000.0,In-store
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,35,350,122500,55125.0,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,33,105,3465,2009.7,Online
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,75,22500,9000.0,In-store
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,26,112,2912,1368.64,Outlet
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,27,22,594,308.88,Online
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20,8,160,75.2,Outlet
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43,143,6149,3135.99,Online
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,45,475,213750,85500.0,Outlet
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,39,106,4134,1694.94,Online
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,40,425,170000,51000.0,In-store
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,22,550,231.0,Online
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,75,18750,5625.0,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,98,2352,1223.04,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,325,81250,32500.0,Online
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,25000,8750.0,In-store
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37812.5,Outlet
Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,52,69,3588,1291.68,Online
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,31,589,265.05,Online
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,125,50000,17500.0,In-store
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45,550,247500,86625.0,Outlet
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,400,140000,49000.0,In-store
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,41,160,6560,3214.4,Online
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,20,75,1500,630.0,Outlet
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,62500,25000.0,In-store
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,33,182,6006,2282.28,Outlet
